0.000000000000000000e+00,-3.000000119209289551e-01,5.000000074505805969e-02
1.667175441980361938e-02,-3.924877345561981201e-01,4.394052177667617798e-02
2.037075906991958618e-02,-3.682585954666137695e-01,3.271308913826942444e-02
1.717522740364074707e-03,-4.026018083095550537e-01,3.414747864007949829e-02
-9.008496999740600586e-04,-3.668537437915802002e-01,3.922941535711288452e-02
5.553722381591796875e-03,-3.714861869812011719e-01,3.175700828433036804e-02
1.111078262329101562e-02,-3.796152770519256592e-01,3.716528043150901794e-02
2.190049737691879272e-02,-3.669140040874481201e-01,3.262230008840560913e-02
-8.306413888931274414e-03,-3.681839704513549805e-01,3.231050074100494385e-02
1.514472812414169312e-02,-3.659294545650482178e-01,3.105536475777626038e-02
6.023623049259185791e-03,-3.852137327194213867e-01,3.415656462311744690e-02
1.687943935394287109e-02,-3.781009316444396973e-01,3.222521021962165833e-02
9.848326444625854492e-04,-3.805530369281768799e-01,3.375193104147911072e-02
1.015696674585342407e-02,-3.731513023376464844e-01,3.332150727510452271e-02
7.681384682655334473e-03,-3.580134809017181396e-01,3.096476383507251740e-02
2.612850815057754517e-02,-3.714386522769927979e-01,3.631383180618286133e-02
8.930265903472900391e-03,-3.815355300903320312e-01,3.279864788055419922e-02
2.944268286228179932e-03,-4.005547463893890381e-01,3.623246401548385620e-02
4.891271144151687622e-02,-3.680751621723175049e-01,3.291777148842811584e-02
4.000380635261535645e-03,-3.853986263275146484e-01,3.547690063714981079e-02
-9.615145623683929443e-03,-3.823004961013793945e-01,3.732324764132499695e-02
2.296449244022369385e-02,-3.783373236656188965e-01,3.223265707492828369e-02
-8.505843579769134521e-03,-3.946959376335144043e-01,4.004457965493202209e-02
3.977194428443908691e-04,-3.682107925415039062e-01,3.276832401752471924e-02
7.244348526000976562e-03,-3.596380949020385742e-01,3.333960101008415222e-02
3.111233562231063843e-02,-3.650262951850891113e-01,3.797096759080886841e-02
2.152995020151138306e-02,-3.917788565158843994e-01,3.561270609498023987e-02
1.820838451385498047e-02,-3.895888924598693848e-01,3.716852515935897827e-02
3.413362056016921997e-02,-3.760557472705841064e-01,4.635518789291381836e-02
-4.416793584823608398e-03,-3.611925244331359863e-01,3.583918884396553040e-02
1.755659282207489014e-02,-3.692686259746551514e-01,3.471764177083969116e-02
