0.000000000000000000e+00,-3.000000119209289551e-01,5.000000074505805969e-02
3.074032440781593323e-02,-3.523060679435729980e-01,4.139566048979759216e-02
1.142704300582408905e-02,-3.555248081684112549e-01,3.683131560683250427e-02
-1.460255123674869537e-03,-3.630987703800201416e-01,3.615805506706237793e-02
-2.013306319713592529e-02,-3.799966275691986084e-01,3.459967672824859619e-02
2.096559852361679077e-03,-3.788046240806579590e-01,3.251252695918083191e-02
1.113570295274257660e-02,-3.839808106422424316e-01,3.509520739316940308e-02
1.649483665823936462e-02,-3.850063085556030273e-01,3.447217121720314026e-02
1.458700932562351227e-02,-3.985926508903503418e-01,3.785411641001701355e-02
6.970623508095741272e-04,-3.798822462558746338e-01,3.486496210098266602e-02
2.729824557900428772e-02,-3.704612255096435547e-01,3.395150974392890930e-02
3.227456659078598022e-02,-3.769190311431884766e-01,3.247832506895065308e-02
2.437397837638854980e-02,-3.766112625598907471e-01,3.175490349531173706e-02
-2.529117092490196228e-02,-3.728256523609161377e-01,3.593754768371582031e-02
-2.647275291383266449e-02,-3.801486492156982422e-01,3.436252474784851074e-02
-2.631852403283119202e-03,-3.901855945587158203e-01,3.245149925351142883e-02
4.985774867236614227e-03,-3.853748142719268799e-01,3.226614743471145630e-02
-1.700376346707344055e-02,-3.754997849464416504e-01,3.138140216469764709e-02
2.910960465669631958e-04,-3.892844319343566895e-01,3.143311291933059692e-02
6.575109437108039856e-04,-3.788810074329376221e-01,3.210645914077758789e-02
2.585960552096366882e-02,-3.847734332084655762e-01,3.805463016033172607e-02
